airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price
Jet Airways,2019-06-01,Delhi,Cochin,14:35:00,12:35:00,1320,2.0,No Info,13376
Air India,2019-06-21,Bangalore,Delhi,17:00:00,19:45:00,165,0.0,No Info,7171
Jet Airways,2019-06-12,Kolkata,Bangalore,09:35:00,10:55:00,1520,1.0,No Info,12692
Jet Airways,2019-03-15,Bangalore,Delhi,08:00:00,18:25:00,625,1.0,In-flight meal not included,9134
Air India,2019-03-01,Bangalore,Delhi,00:30:00,20:30:00,1200,1.0,1 Long layover,14752
Vistara,2019-06-09,Bangalore,Delhi,11:30:00,14:20:00,170,0.0,No Info,4668
Jet Airways,2019-05-06,Bangalore,Delhi,15:15:00,18:10:00,175,0.0,No Info,7229
Goair,2019-06-24,Delhi,Cochin,07:00:00,12:55:00,355,1.0,No Info,5281
Jet Airways,2019-05-24,Mumbai,Hyderabad,07:05:00,08:30:00,85,0.0,No Info,8040
Jet Airways,2019-04-03,Bangalore,Delhi,08:20:00,11:20:00,180,0.0,In-flight meal not included,4544
Air India,2019-06-15,Delhi,Cochin,08:00:00,19:15:00,675,1.0,No Info,9929
Jet Airways,2019-06-06,Delhi,Cochin,18:25:00,04:25:00,600,2.0,In-flight meal not included,12142
Jet Airways,2019-06-15,Delhi,Cochin,19:15:00,12:35:00,1040,1.0,In-flight meal not included,10262
Jet Airways,2019-04-01,Kolkata,Bangalore,16:30:00,04:40:00,730,1.0,No Info,12681
Indigo,2019-05-18,Kolkata,Bangalore,21:00:00,02:15:00,315,1.0,No Info,6534
Spicejet,2019-04-15,Kolkata,Bangalore,17:10:00,19:40:00,150,0.0,No check-in baggage included,3841
Jet Airways,2019-04-01,Kolkata,Bangalore,06:30:00,19:50:00,800,1.0,In-flight meal not included,7064
Jet Airways,2019-06-09,Kolkata,Bangalore,21:10:00,16:20:00,1150,1.0,In-flight meal not included,10844
Jet Airways,2019-03-15,Bangalore,Delhi,14:05:00,08:15:00,1090,1.0,In-flight meal not included,9134
Goair,2019-04-12,Bangalore,Delhi,07:45:00,10:40:00,175,0.0,No Info,6722
Air India,2019-06-09,Delhi,Cochin,17:40:00,23:00:00,320,1.0,No Info,7384
Vistara,2019-03-18,Delhi,Cochin,14:55:00,17:50:00,175,0.0,No Info,5586
Indigo,2019-04-21,Bangalore,Delhi,20:00:00,22:50:00,170,0.0,No Info,4823
Multiple Carriers,2019-03-06,Delhi,Cochin,07:30:00,21:00:00,810,1.0,No Info,15147
Spicejet,2019-05-09,Bangalore,Delhi,09:30:00,12:20:00,170,0.0,No Info,4991
Jet Airways,2019-03-24,Kolkata,Bangalore,19:45:00,22:35:00,1610,1.0,In-flight meal not included,10031
Vistara,2019-05-12,Kolkata,Bangalore,07:10:00,09:05:00,1555,1.0,No Info,9397
Jet Airways,2019-03-18,Mumbai,Hyderabad,15:50:00,17:20:00,90,0.0,In-flight meal not included,2228
Air India,2019-06-15,Delhi,Cochin,12:30:00,09:25:00,1255,1.0,No Info,7480
Air India,2019-05-09,Kolkata,Bangalore,19:00:00,11:05:00,965,1.0,No Info,6117
Vistara,2019-06-12,Kolkata,Bangalore,20:20:00,23:25:00,1625,1.0,No Info,8610
Jet Airways,2019-06-24,Delhi,Cochin,18:15:00,12:35:00,1100,1.0,In-flight meal not included,10262
Jet Airways,2019-06-06,Delhi,Cochin,18:25:00,04:25:00,600,2.0,No Info,14237
Spicejet,2019-05-09,Kolkata,Bangalore,17:10:00,19:40:00,150,0.0,No Info,3873
Air India,2019-06-24,Delhi,Cochin,14:10:00,17:10:00,180,0.0,No Info,5201
Spicejet,2019-05-06,Kolkata,Bangalore,09:00:00,11:25:00,145,0.0,No check-in baggage included,3841
Air India,2019-04-15,Bangalore,Delhi,17:00:00,19:45:00,165,0.0,No Info,6121
Air India,2019-04-01,Kolkata,Bangalore,16:45:00,08:55:00,970,2.0,No Info,9920
Jet Airways,2019-03-27,Delhi,Cochin,05:10:00,18:50:00,820,2.0,In-flight meal not included,8728
Jet Airways,2019-06-01,Delhi,Cochin,09:40:00,19:00:00,560,2.0,In-flight meal not included,10368
Jet Airways,2019-05-24,Kolkata,Bangalore,21:10:00,08:15:00,665,1.0,No Info,14178
Indigo,2019-05-03,Kolkata,Bangalore,15:30:00,18:05:00,155,0.0,No Info,4804
Jet Airways,2019-05-09,Delhi,Cochin,02:15:00,04:25:00,1570,1.0,In-flight meal not included,12373
Jet Airways,2019-06-12,Kolkata,Bangalore,09:35:00,22:05:00,750,1.0,No Info,12692
Air India,2019-06-06,Delhi,Cochin,12:00:00,19:15:00,435,2.0,No Info,8603
Jet Airways,2019-03-06,Delhi,Cochin,16:00:00,04:25:00,745,1.0,No Info,15764
Spicejet,2019-04-27,Kolkata,Bangalore,22:20:00,00:40:00,140,0.0,No Info,3873
Indigo,2019-06-27,Kolkata,Bangalore,15:15:00,17:45:00,150,0.0,No Info,4804
Jet Airways,2019-06-03,Delhi,Cochin,19:30:00,12:35:00,1025,2.0,In-flight meal not included,10368
Indigo,2019-06-06,Bangalore,Delhi,08:30:00,11:20:00,170,0.0,No Info,4823
Indigo,2019-06-15,Bangalore,Delhi,18:25:00,21:20:00,175,0.0,No Info,4823
Jet Airways,2019-06-24,Delhi,Cochin,16:00:00,19:00:00,1620,1.0,In-flight meal not included,10262
Jet Airways,2019-05-24,Kolkata,Bangalore,18:55:00,12:00:00,1025,1.0,No Info,14571
Jet Airways,2019-03-06,Bangalore,Delhi,20:35:00,08:15:00,700,1.0,No Info,16736
Multiple Carriers,2019-06-24,Delhi,Cochin,09:15:00,19:00:00,585,1.0,No Info,11622
Jet Airways,2019-04-01,Kolkata,Bangalore,21:10:00,09:20:00,730,1.0,No Info,13364
Air India,2019-03-03,Bangalore,Delhi,09:30:00,16:20:00,410,1.0,No Info,11654
Goair,2019-05-15,Delhi,Cochin,14:25:00,19:35:00,310,1.0,No Info,10188
Air India,2019-05-09,Delhi,Cochin,09:00:00,19:15:00,615,1.0,No Info,8372
Jet Airways,2019-06-24,Delhi,Cochin,19:45:00,12:35:00,1010,1.0,In-flight meal not included,10262
Jet Airways,2019-06-27,Delhi,Cochin,22:50:00,04:25:00,335,1.0,In-flight meal not included,12898
Jet Airways,2019-03-27,Delhi,Cochin,05:25:00,04:25:00,1380,2.0,No Info,11664
Air India,2019-05-21,Kolkata,Bangalore,10:00:00,01:20:00,920,2.0,No Info,13033
Multiple Carriers,2019-06-03,Delhi,Cochin,11:25:00,19:00:00,455,1.0,No Info,10877
Jet Airways,2019-03-09,Delhi,Cochin,16:00:00,18:50:00,1610,1.0,In-flight meal not included,14053
Goair,2019-06-06,Bangalore,Delhi,07:45:00,10:40:00,175,0.0,No Info,3898
Jet Airways,2019-06-12,Kolkata,Bangalore,14:05:00,04:40:00,875,1.0,No Info,12739
Air India,2019-03-03,Bangalore,Delhi,11:05:00,22:45:00,700,1.0,No Info,11444
Multiple Carriers,2019-05-27,Delhi,Cochin,09:00:00,21:00:00,720,1.0,No Info,13587
Indigo,2019-05-15,Delhi,Cochin,16:00:00,01:30:00,570,1.0,No Info,7923
Indigo,2019-04-15,Bangalore,Delhi,06:05:00,08:50:00,165,0.0,No Info,4423
Multiple Carriers,2019-03-21,Delhi,Cochin,09:00:00,21:00:00,720,1.0,No Info,13062
Jet Airways,2019-05-09,Kolkata,Bangalore,09:35:00,23:35:00,840,1.0,No Info,12121
Jet Airways,2019-05-01,Kolkata,Bangalore,17:00:00,18:00:00,1500,1.0,No Info,11467
Multiple Carriers,2019-06-12,Delhi,Cochin,13:05:00,22:30:00,565,1.0,No Info,9646
Indigo,2019-06-03,Mumbai,Hyderabad,01:40:00,03:10:00,90,0.0,No Info,2754
Multiple Carriers,2019-06-09,Delhi,Cochin,14:00:00,21:00:00,420,1.0,No Info,13587
Indigo,2019-05-18,Kolkata,Bangalore,20:20:00,22:55:00,155,0.0,No Info,4804
Jet Airways,2019-05-27,Delhi,Cochin,07:05:00,19:00:00,715,1.0,No Info,16289
Jet Airways,2019-05-06,Kolkata,Bangalore,06:30:00,20:45:00,855,1.0,In-flight meal not included,9663
Jet Airways,2019-06-06,Kolkata,Bangalore,18:55:00,12:00:00,1025,1.0,In-flight meal not included,10844
Indigo,2019-04-01,Kolkata,Bangalore,08:10:00,13:00:00,290,1.0,No Info,5069
Multiple Carriers,2019-06-27,Delhi,Cochin,07:30:00,19:00:00,690,1.0,No Info,11789
Multiple Carriers,2019-03-21,Delhi,Cochin,09:00:00,19:15:00,615,1.0,No Info,13378
Jet Airways,2019-05-24,Bangalore,Delhi,17:45:00,20:45:00,180,0.0,In-flight meal not included,6144
Jet Airways,2019-06-12,Kolkata,Bangalore,21:10:00,10:05:00,775,1.0,In-flight meal not included,8529
Jet Airways,2019-05-27,Delhi,Cochin,11:40:00,19:00:00,440,2.0,In-flight meal not included,19644
Indigo,2019-03-03,Delhi,Cochin,02:00:00,07:45:00,345,1.0,No Info,9257
Air India,2019-06-24,Delhi,Cochin,13:15:00,09:25:00,1210,2.0,No Info,8839
Air India,2019-05-24,Kolkata,Bangalore,07:00:00,01:20:00,1100,2.0,No Info,13873
Jet Airways,2019-03-27,Mumbai,Hyderabad,07:10:00,08:35:00,85,0.0,No Info,8040
Indigo,2019-06-27,Chennai,Kolkata,19:35:00,21:55:00,140,0.0,No Info,3597
Air India,2019-05-24,Kolkata,Bangalore,12:00:00,07:55:00,1195,2.0,No Info,9416
Jet Airways,2019-04-01,Kolkata,Bangalore,14:05:00,20:45:00,400,1.0,No Info,13364
Jet Airways,2019-03-12,Bangalore,Delhi,20:35:00,15:15:00,1120,1.0,In-flight meal not included,11087
Indigo,2019-03-09,Delhi,Cochin,20:30:00,01:35:00,305,1.0,No Info,6937
Vistara,2019-04-06,Bangalore,Delhi,19:30:00,22:15:00,165,0.0,No Info,5613
Air India,2019-05-18,Mumbai,Hyderabad,13:55:00,15:25:00,90,0.0,No Info,3100
Multiple Carriers,2019-06-09,Delhi,Cochin,16:00:00,01:30:00,570,1.0,No Info,13587
Air Asia,2019-05-06,Bangalore,Delhi,23:55:00,02:45:00,170,0.0,No Info,3383
Indigo,2019-06-21,Bangalore,Delhi,16:55:00,19:55:00,180,0.0,No Info,4990
Indigo,2019-04-24,Kolkata,Bangalore,19:35:00,00:10:00,275,1.0,No Info,4860
Multiple Carriers,2019-05-21,Delhi,Cochin,07:00:00,21:00:00,840,1.0,No Info,7888
Vistara,2019-03-18,Chennai,Kolkata,07:05:00,09:20:00,135,0.0,No Info,4842
Jet Airways,2019-04-01,Bangalore,Delhi,18:55:00,22:00:00,185,0.0,In-flight meal not included,4544
Air India,2019-06-15,Delhi,Cochin,21:00:00,07:40:00,640,1.0,No Info,8372
Jet Airways,2019-05-21,Bangalore,Delhi,11:10:00,14:05:00,175,0.0,In-flight meal not included,4030
Jet Airways,2019-06-12,Kolkata,Bangalore,14:05:00,12:00:00,1315,1.0,In-flight meal not included,8529
Jet Airways,2019-05-27,Delhi,Cochin,23:05:00,04:25:00,1760,2.0,No Info,16704
Jet Airways,2019-06-01,Mumbai,Hyderabad,10:20:00,11:50:00,90,0.0,In-flight meal not included,4050
Air India,2019-03-27,Delhi,Cochin,17:15:00,09:25:00,970,2.0,No Info,6057
Multiple Carriers,2019-05-15,Delhi,Cochin,10:20:00,19:15:00,535,1.0,No Info,8266
Jet Airways,2019-06-06,Mumbai,Hyderabad,19:35:00,21:05:00,90,0.0,In-flight meal not included,3210
Jet Airways,2019-05-21,Kolkata,Bangalore,20:25:00,19:10:00,1365,1.0,No Info,13067
Jet Airways,2019-06-12,Delhi,Cochin,14:00:00,19:00:00,300,1.0,In-flight meal not included,10262
Spicejet,2019-06-27,Kolkata,Bangalore,06:55:00,09:30:00,155,0.0,No Info,3873
Spicejet,2019-03-21,Kolkata,Bangalore,09:00:00,11:30:00,150,0.0,No Info,4148
Multiple Carriers,2019-06-12,Delhi,Cochin,08:00:00,19:00:00,660,1.0,No Info,12192
Indigo,2019-03-09,Delhi,Cochin,07:35:00,12:00:00,265,1.0,No Info,6937
Indigo,2019-03-09,Bangalore,Delhi,16:55:00,21:50:00,295,1.0,No Info,4259
Multiple Carriers,2019-03-21,Delhi,Cochin,08:00:00,15:30:00,450,1.0,No Info,14486
Jet Airways,2019-06-15,Mumbai,Hyderabad,19:35:00,21:05:00,90,0.0,In-flight meal not included,3210
Spicejet,2019-05-09,Kolkata,Bangalore,06:55:00,09:30:00,155,0.0,No check-in baggage included,3841
Jet Airways,2019-03-09,Mumbai,Hyderabad,19:40:00,21:10:00,90,0.0,In-flight meal not included,4050
Spicejet,2019-03-15,Bangalore,Delhi,10:20:00,18:15:00,475,1.0,No Info,10341
Jet Airways,2019-06-15,Delhi,Cochin,14:35:00,04:25:00,830,2.0,In-flight meal not included,10919
Indigo,2019-03-21,Delhi,Cochin,06:40:00,12:00:00,320,1.0,No Info,5761
Jet Airways,2019-05-24,Delhi,Cochin,19:10:00,19:00:00,1430,2.0,No Info,15129
Jet Airways,2019-06-06,Kolkata,Bangalore,17:00:00,09:45:00,1005,1.0,In-flight meal not included,10539
Jet Airways,2019-04-09,Bangalore,Delhi,11:10:00,14:05:00,175,0.0,In-flight meal not included,4544
Jet Airways,2019-05-12,Kolkata,Bangalore,20:25:00,10:55:00,870,1.0,No Info,14151
Jet Airways,2019-05-09,Kolkata,Bangalore,18:55:00,09:20:00,865,1.0,In-flight meal not included,9663
Jet Airways,2019-03-09,Bangalore,Delhi,08:55:00,11:25:00,1590,1.0,In-flight meal not included,11087
Spicejet,2019-03-06,Mumbai,Hyderabad,14:10:00,22:25:00,495,1.0,No Info,13552
Jet Airways,2019-03-15,Bangalore,Delhi,09:45:00,14:25:00,280,1.0,In-flight meal not included,6136
Air India,2019-05-06,Kolkata,Bangalore,05:50:00,20:25:00,875,2.0,No Info,10991
Vistara,2019-05-01,Kolkata,Bangalore,07:10:00,18:50:00,700,1.0,No Info,9345
Indigo,2019-06-15,Bangalore,Delhi,23:30:00,02:20:00,170,0.0,No Info,4077
Indigo,2019-06-15,Delhi,Cochin,09:15:00,21:00:00,705,1.0,No Info,6838
Jet Airways,2019-06-12,Delhi,Cochin,14:35:00,12:35:00,1320,2.0,No Info,13376
Goair,2019-03-01,Bangalore,Delhi,11:40:00,14:35:00,175,0.0,No Info,11111
Jet Airways,2019-05-18,Kolkata,Bangalore,05:45:00,18:15:00,750,1.0,In-flight meal not included,10844
Indigo,2019-05-27,Delhi,Cochin,10:35:00,01:30:00,895,1.0,No Info,6104
Air India,2019-06-12,Delhi,Cochin,06:50:00,07:40:00,1490,2.0,No Info,13381
Air Asia,2019-05-09,Delhi,Cochin,07:55:00,13:25:00,330,1.0,No Info,6751
Multiple Carriers,2019-03-01,Delhi,Cochin,00:20:00,13:20:00,780,1.0,No Info,29528
Jet Airways,2019-03-15,Bangalore,Delhi,22:50:00,07:40:00,530,1.0,In-flight meal not included,9134
Indigo,2019-03-03,Bangalore,Delhi,22:20:00,01:10:00,170,0.0,No Info,7648
Indigo,2019-05-24,Bangalore,Delhi,08:30:00,11:20:00,170,0.0,No Info,4823
Goair,2019-05-12,Kolkata,Bangalore,16:40:00,00:15:00,455,1.0,No Info,8855
Air Asia,2019-04-27,Kolkata,Bangalore,19:55:00,22:25:00,150,0.0,No Info,4409
Jet Airways,2019-05-09,Kolkata,Bangalore,09:35:00,10:55:00,1520,1.0,No Info,10953
Spicejet,2019-04-01,Bangalore,Delhi,21:10:00,00:05:00,175,0.0,No Info,3625
Jet Airways,2019-06-09,Delhi,Cochin,19:45:00,12:35:00,1010,1.0,In-flight meal not included,10577
Air Asia,2019-06-03,Bangalore,Delhi,11:10:00,13:55:00,165,0.0,No Info,4483
Jet Airways,2019-05-18,Delhi,Cochin,05:30:00,04:25:00,1375,2.0,No Info,15129
Spicejet,2019-06-21,Chennai,Kolkata,08:20:00,10:35:00,135,0.0,No check-in baggage included,3543
Jet Airways,2019-05-15,Kolkata,Bangalore,17:00:00,10:55:00,1075,1.0,No Info,14151
Jet Airways,2019-05-18,Delhi,Cochin,19:15:00,04:25:00,550,1.0,In-flight meal not included,12373
Air India,2019-05-06,Kolkata,Bangalore,20:30:00,20:25:00,1435,1.0,No Info,10203
Spicejet,2019-06-18,Bangalore,Delhi,21:10:00,00:05:00,175,0.0,No Info,3971
Jet Airways,2019-06-06,Kolkata,Bangalore,20:25:00,23:35:00,1630,1.0,No Info,14151
Air India,2019-06-01,Delhi,Cochin,12:00:00,07:40:00,1180,2.0,No Info,10966
Indigo,2019-06-06,Delhi,Cochin,08:30:00,21:00:00,750,1.0,No Info,6416
Jet Airways,2019-06-09,Delhi,Cochin,09:00:00,19:00:00,600,1.0,In-flight meal not included,10262
Multiple Carriers,2019-03-27,Delhi,Cochin,07:00:00,13:20:00,380,1.0,No Info,6148
Air India,2019-05-15,Kolkata,Bangalore,09:50:00,23:15:00,805,2.0,No Info,14960
Jet Airways,2019-06-24,Delhi,Cochin,05:30:00,04:25:00,1375,2.0,No Info,13014
Jet Airways,2019-05-15,Bangalore,Delhi,17:45:00,20:45:00,180,0.0,In-flight meal not included,4030
Jet Airways,2019-05-24,Kolkata,Bangalore,06:30:00,12:00:00,330,1.0,No Info,14178
Indigo,2019-04-06,Bangalore,Delhi,04:00:00,06:50:00,170,0.0,No Info,4423
Multiple Carriers,2019-03-09,Delhi,Cochin,15:05:00,01:35:00,630,1.0,In-flight meal not included,14086
Jet Airways,2019-03-21,Bangalore,Delhi,08:00:00,23:00:00,900,1.0,In-flight meal not included,7832
Vistara,2019-05-12,Kolkata,Bangalore,07:10:00,23:25:00,975,1.0,No Info,9345
Spicejet,2019-06-06,Delhi,Cochin,08:45:00,13:15:00,270,1.0,No check-in baggage included,5158
Jet Airways,2019-05-27,Delhi,Cochin,09:40:00,04:25:00,1125,2.0,No Info,15129
Jet Airways,2019-05-03,Bangalore,Delhi,11:10:00,14:05:00,175,0.0,No Info,7229
Jet Airways,2019-05-21,Kolkata,Bangalore,14:05:00,23:35:00,570,1.0,In-flight meal not included,10844
Indigo,2019-06-27,Bangalore,Delhi,23:30:00,02:20:00,170,0.0,No Info,3943
Air India,2019-05-21,Kolkata,Bangalore,10:00:00,20:25:00,625,1.0,No Info,11096
Multiple Carriers,2019-03-21,Delhi,Cochin,08:55:00,19:15:00,620,1.0,No Info,10161
Jet Airways,2019-03-15,Mumbai,Hyderabad,15:50:00,17:20:00,90,0.0,In-flight meal not included,2470
Indigo,2019-03-01,Chennai,Kolkata,14:40:00,17:05:00,145,0.0,No Info,7295
Indigo,2019-05-27,Delhi,Cochin,09:15:00,01:30:00,975,1.0,No Info,6628
Jet Airways,2019-03-27,Delhi,Cochin,05:10:00,04:25:00,1395,2.0,In-flight meal not included,9412
Air India,2019-05-18,Delhi,Cochin,12:30:00,09:25:00,1255,1.0,No Info,7480
Jet Airways,2019-06-06,Kolkata,Bangalore,14:05:00,23:35:00,570,1.0,In-flight meal not included,10844
Indigo,2019-03-03,Kolkata,Bangalore,17:15:00,20:00:00,165,0.0,No Info,6985
Indigo,2019-05-09,Delhi,Cochin,14:25:00,17:40:00,195,0.0,No Info,6015
Air India,2019-05-21,Delhi,Cochin,13:20:00,07:40:00,1100,2.0,No Info,13538
Indigo,2019-03-06,Delhi,Cochin,06:40:00,22:20:00,940,1.0,No Info,6442
Spicejet,2019-03-09,Mumbai,Hyderabad,08:50:00,10:15:00,85,0.0,No Info,5755
Goair,2019-04-03,Delhi,Cochin,07:00:00,12:55:00,355,1.0,No Info,4725
Indigo,2019-03-15,Kolkata,Bangalore,05:30:00,08:20:00,170,0.0,No Info,4148
Jet Airways,2019-06-15,Delhi,Cochin,09:25:00,04:25:00,1140,2.0,No Info,13882
Air India,2019-05-24,Kolkata,Bangalore,05:50:00,08:55:00,1625,2.0,No Info,12723
Multiple Carriers,2019-05-27,Delhi,Cochin,10:00:00,01:30:00,930,1.0,No Info,9508
Air India,2019-03-18,Bangalore,Delhi,13:20:00,16:10:00,170,0.0,No Info,4441
Jet Airways,2019-06-01,Delhi,Cochin,10:00:00,12:35:00,1595,1.0,In-flight meal not included,10262
Air India,2019-06-12,Delhi,Cochin,14:10:00,17:10:00,180,0.0,No Info,5201
Air India,2019-05-27,Kolkata,Bangalore,14:15:00,16:45:00,150,0.0,No Info,5510
Multiple Carriers,2019-06-24,Delhi,Cochin,10:35:00,19:00:00,505,1.0,No Info,10678
Jet Airways,2019-06-03,Bangalore,Delhi,17:45:00,20:45:00,180,0.0,No Info,8016
Jet Airways,2019-05-24,Bangalore,Delhi,11:10:00,14:05:00,175,0.0,In-flight meal not included,4030
Multiple Carriers,2019-05-09,Delhi,Cochin,08:45:00,19:00:00,615,1.0,No Info,9794
Indigo,2019-03-09,Delhi,Cochin,21:05:00,01:45:00,280,1.0,No Info,6937
Jet Airways,2019-06-27,Bangalore,Delhi,07:10:00,10:10:00,180,0.0,No Info,8016
Jet Airways,2019-05-09,Delhi,Cochin,20:00:00,04:25:00,505,2.0,In-flight meal not included,15318
Indigo,2019-06-01,Delhi,Cochin,17:05:00,22:25:00,320,1.0,No Info,7060
Multiple Carriers,2019-05-27,Delhi,Cochin,08:45:00,21:00:00,735,1.0,No Info,7740
Jet Airways,2019-05-18,Delhi,Cochin,19:45:00,19:00:00,1395,1.0,In-flight meal not included,12373
Jet Airways,2019-05-06,Bangalore,Delhi,08:20:00,11:20:00,180,0.0,In-flight meal not included,4544
Jet Airways,2019-05-27,Delhi,Cochin,09:40:00,12:35:00,1615,2.0,In-flight meal not included,13029
Jet Airways,2019-06-27,Delhi,Cochin,11:40:00,19:00:00,440,2.0,No Info,18804
Indigo,2019-04-01,Kolkata,Bangalore,17:15:00,19:50:00,155,0.0,No Info,4174
Jet Airways,2019-06-24,Delhi,Cochin,09:00:00,19:00:00,600,1.0,No Info,18371
Multiple Carriers,2019-05-21,Delhi,Cochin,09:15:00,19:15:00,600,1.0,No Info,8099
Air India,2019-03-03,Delhi,Cochin,05:55:00,07:40:00,1545,2.0,No Info,15113
Air Asia,2019-06-12,Kolkata,Bangalore,15:10:00,23:30:00,500,2.0,No Info,5192
Jet Airways,2019-06-01,Delhi,Cochin,19:45:00,12:35:00,1010,1.0,In-flight meal not included,10262
Jet Airways,2019-05-12,Kolkata,Bangalore,14:05:00,20:45:00,400,1.0,No Info,14781
Indigo,2019-05-15,Delhi,Cochin,08:30:00,21:00:00,750,1.0,No Info,7503
Multiple Carriers,2019-06-03,Delhi,Cochin,11:30:00,01:30:00,840,1.0,No Info,13377
Indigo,2019-04-21,Bangalore,Delhi,18:55:00,21:50:00,175,0.0,No Info,4823
Air India,2019-06-06,Kolkata,Bangalore,12:00:00,11:10:00,1390,2.0,No Info,9416
Air India,2019-06-12,Delhi,Cochin,07:10:00,19:15:00,725,2.0,No Info,12488
Vistara,2019-05-21,Bangalore,Delhi,19:30:00,22:15:00,165,0.0,No Info,4878
Jet Airways,2019-05-09,Bangalore,Delhi,08:20:00,11:20:00,180,0.0,In-flight meal not included,4544
Jet Airways,2019-06-12,Kolkata,Bangalore,09:35:00,19:10:00,575,1.0,No Info,12692
Jet Airways,2019-03-03,Bangalore,Delhi,08:00:00,07:40:00,1420,1.0,In-flight meal not included,13502
Indigo,2019-05-15,Bangalore,Delhi,13:00:00,15:50:00,170,0.0,No Info,3943
Jet Airways,2019-06-24,Delhi,Cochin,05:30:00,04:25:00,1375,2.0,In-flight meal not included,10368
Indigo,2019-05-12,Chennai,Kolkata,05:15:00,07:40:00,145,0.0,No Info,3540
Jet Airways,2019-03-21,Bangalore,Delhi,11:40:00,23:00:00,680,1.0,In-flight meal not included,6992
Indigo,2019-05-15,Bangalore,Delhi,22:10:00,01:00:00,170,0.0,No Info,3419
Indigo,2019-06-24,Delhi,Cochin,07:30:00,21:00:00,810,1.0,No Info,6093
Indigo,2019-03-27,Delhi,Cochin,04:55:00,21:20:00,985,2.0,No Info,6223
Jet Airways,2019-06-06,Delhi,Cochin,09:40:00,12:35:00,1615,2.0,In-flight meal not included,11733
Multiple Carriers,2019-05-27,Delhi,Cochin,13:00:00,21:00:00,480,1.0,No Info,13587
Jet Airways,2019-06-06,Kolkata,Bangalore,18:55:00,04:40:00,585,1.0,In-flight meal not included,7757
Jet Airways,2019-05-15,Kolkata,Bangalore,18:55:00,04:40:00,585,1.0,In-flight meal not included,9663
Indigo,2019-03-21,Chennai,Kolkata,05:15:00,07:35:00,140,0.0,No Info,4326
Jet Airways,2019-04-01,Kolkata,Bangalore,20:00:00,12:00:00,960,1.0,No Info,12681
Indigo,2019-03-06,Mumbai,Hyderabad,16:55:00,18:25:00,90,0.0,No Info,4784
Indigo,2019-03-21,Bangalore,Delhi,14:25:00,19:25:00,300,1.0,No Info,7708
Air India,2019-06-24,Bangalore,Delhi,06:10:00,08:55:00,165,0.0,No Info,6961
Indigo,2019-06-18,Kolkata,Bangalore,04:40:00,07:15:00,155,0.0,No Info,4804
Air India,2019-03-06,Delhi,Cochin,12:00:00,07:40:00,1180,2.0,No Info,14746
Indigo,2019-05-27,Bangalore,Delhi,07:10:00,10:05:00,175,0.0,No Info,4823
Goair,2019-04-01,Delhi,Cochin,10:35:00,19:35:00,540,1.0,No Info,5281
Jet Airways,2019-03-24,Kolkata,Bangalore,13:55:00,04:45:00,890,1.0,In-flight meal not included,10661
Jet Airways,2019-03-01,Bangalore,Delhi,16:55:00,10:25:00,1050,1.0,1 Long layover,25735
Jet Airways,2019-06-09,Delhi,Cochin,05:30:00,04:25:00,1375,2.0,No Info,13014
Vistara,2019-05-06,Kolkata,Bangalore,07:10:00,23:25:00,975,1.0,No Info,8085
Jet Airways,2019-06-01,Delhi,Cochin,21:50:00,04:25:00,395,1.0,In-flight meal not included,10262
Indigo,2019-06-24,Mumbai,Hyderabad,01:40:00,03:10:00,90,0.0,No Info,2754
Air India,2019-05-06,Kolkata,Bangalore,14:35:00,15:20:00,1485,1.0,No Info,6528
Air India,2019-05-21,Kolkata,Bangalore,14:15:00,16:45:00,150,0.0,No Info,5510
Air Asia,2019-06-09,Kolkata,Bangalore,10:20:00,12:55:00,155,0.0,No Info,5645
Jet Airways,2019-03-18,Bangalore,Delhi,14:05:00,21:20:00,435,1.0,No Info,16946
Indigo,2019-05-09,Delhi,Cochin,05:05:00,12:10:00,425,1.0,No Info,6818
Jet Airways,2019-04-01,Mumbai,Hyderabad,07:05:00,08:30:00,85,0.0,No Info,8040
Indigo,2019-06-24,Delhi,Cochin,11:55:00,22:30:00,635,1.0,No Info,6442
Indigo,2019-04-21,Kolkata,Bangalore,09:35:00,12:20:00,165,0.0,No Info,4804
Jet Airways,2019-03-24,Kolkata,Bangalore,21:10:00,23:25:00,1575,1.0,No Info,13759
Jet Airways,2019-05-24,Kolkata,Bangalore,16:30:00,09:20:00,1010,1.0,No Info,14178
Goair,2019-06-27,Delhi,Cochin,14:25:00,19:35:00,310,1.0,No Info,7870
Air India,2019-03-06,Delhi,Cochin,12:30:00,09:25:00,1255,1.0,No Info,13832
Spicejet,2019-05-06,Kolkata,Bangalore,06:55:00,09:30:00,155,0.0,No check-in baggage included,3841
Jet Airways,2019-05-15,Kolkata,Bangalore,20:25:00,18:00:00,1295,1.0,No Info,14151
Indigo,2019-03-21,Delhi,Cochin,07:35:00,16:10:00,515,1.0,No Info,6558
Vistara,2019-05-01,Kolkata,Bangalore,07:10:00,22:40:00,930,1.0,No Info,8452
Air India,2019-03-21,Bangalore,Delhi,08:15:00,18:30:00,615,1.0,No Info,4943
Air India,2019-06-24,Delhi,Cochin,13:30:00,23:00:00,570,1.0,No Info,8907
Multiple Carriers,2019-03-03,Delhi,Cochin,02:15:00,13:20:00,665,1.0,No Info,17057
